month,city,market,month_on_month,yoy,year_avg,methodology,source_url
2021-06,北京,secondhand,101.3,109.9,110.5,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-06,深圳,secondhand,99.8,108.7,108.8,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-06,重庆,secondhand,100.9,105.5,105.0,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-07,上海,secondhand,100.7,110.3,110.3,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-07,北京,secondhand,100.7,110.7,111.2,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-07,深圳,secondhand,99.6,107.0,108.3,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-07,重庆,secondhand,100.2,105.6,105.2,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-08,上海,secondhand,100.2,109.7,110.5,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-08,北京,secondhand,100.4,110.4,111.7,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-08,深圳,secondhand,99.6,105.4,107.9,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-08,重庆,secondhand,100.0,105.0,105.2,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-09,上海,secondhand,99.4,108.0,109.9,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-09,北京,secondhand,99.8,109.7,111.4,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-09,深圳,secondhand,99.5,103.6,107.4,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-09,重庆,secondhand,100.3,104.9,105.4,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-10,上海,secondhand,99.6,107.0,109.5,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-10,北京,secondhand,99.5,108.8,110.9,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-10,深圳,secondhand,99.8,102.5,107.2,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-10,重庆,secondhand,99.8,105.0,105.2,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-11,上海,secondhand,99.9,106.7,109.4,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-11,北京,secondhand,99.8,108.1,110.7,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-11,深圳,secondhand,99.8,101.7,107.0,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-11,重庆,secondhand,100.0,104.7,105.3,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-12,上海,secondhand,100.4,106.5,109.8,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-12,北京,secondhand,100.8,108.5,111.6,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-12,深圳,secondhand,99.6,100.6,106.5,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2021-12,重庆,secondhand,99.6,104.4,104.8,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
2022-01,上海,secondhand,100.6,105.8,110.5,current_cirea_legacy_doc,https://cirea-net.oss-cn-beijing.aliyuncs.com/gjs/upload/file/202305/70-city-secondhand-2019-2022.doc
